ID,Prob1
0, 0.78
1, 0.62
2, 0.20
3, 0.03
4, 0.19
5, 0.23
6, 0.18
7, 0.28
8, 0.05
9, 0.21
10, 0.44
11, 0.20
12, 0.28
13, 0.76
14, 0.20
15, 0.41
16, 0.17
17, 0.75
18, 0.04
19, 0.32
20, 0.50
21, 0.26
22, 0.19
23, 0.37
24, 0.21
25, 0.55
26, 0.67
27, 0.16
28, 0.12
29, 0.29
30, 0.26
31, 0.27
32, 0.49
33, 0.35
34, 0.36
35, 0.42
36, 0.30
37, 0.13
38, 0.46
39, 0.40
40, 0.12
41, 0.41
42, 0.11
43, 0.17
44, 0.41
45, 0.27
46, 0.58
47, 0.37
48, 0.69
49, 0.53
50, 0.17
51, 0.38
52, 0.65
53, 0.04
54, 0.21
55, 0.15
56, 0.06
57, 0.35
58, 0.60
59, 0.18
60, 0.16
61, 0.13
62, 0.48
63, 0.55
64, 0.19
65, 0.13
66, 0.48
67, 0.37
68, 0.11
69, 0.60
70, 0.05
71, 0.25
72, 0.21
73, 0.31
74, 0.69
75, 0.41
76, 0.26
77, 0.36
78, 0.50
79, 0.18
80, 0.12
81, 0.68
82, 0.41
83, 0.40
84, 0.38
85, 0.33
86, 0.64
87, 0.60
88, 0.26
89, 0.08
90, 0.17
91, 0.19
92, 0.70
93, 0.69
94, 0.41
95, 0.20
96, 0.03
97, 0.28
98, 0.56
99, 0.07
100, 0.51
101, 0.53
102, 0.14
103, 0.66
104, 0.09
105, 0.27
106, 0.27
107, 0.69
108, 0.30
109, 0.25
110, 0.25
111, 0.46
112, 0.94
113, 0.27
114, 0.39
115, 0.14
116, 0.15
117, 0.48
118, 0.15
119, 0.34
120, 0.51
121, 0.40
122, 0.20
123, 0.43
124, 0.02
125, 0.65
126, 0.62
127, 0.61
128, 0.68
129, 0.81
130, 0.05
131, 0.12
132, 0.40
133, 0.52
134, 0.51
135, 0.86
136, 0.21
137, 0.87
138, 0.02
139, 0.49
140, 0.25
141, 0.11
142, 0.86
143, 0.13
144, 0.58
145, 0.23
146, 0.60
147, 0.42
148, 0.12
149, 0.10
150, 0.59
151, 0.70
152, 0.28
153, 0.50
154, 0.18
155, 0.14
156, 0.49
157, 0.24
158, 0.34
159, 0.64
160, 0.42
161, 0.15
162, 0.34
163, 0.24
164, 0.85
165, 0.32
166, 0.12
167, 0.26
168, 0.29
169, 0.16
170, 0.35
171, 0.44
172, 0.36
173, 0.43
174, 0.27
175, 0.15
176, 0.74
177, 0.20
178, 0.23
179, 0.44
180, 0.78
181, 0.03
182, 0.35
183, 0.29
184, 0.17
185, 0.16
186, 0.55
187, 0.12
188, 0.43
189, 0.16
190, 0.22
191, 0.29
192, 0.44
193, 0.56
194, 0.42
195, 0.60
196, 0.25
197, 0.08
198, 0.74
199, 0.61
200, 0.12
201, 0.33
202, 0.13
203, 0.33
204, 0.28
205, 0.10
206, 0.35
207, 0.04
208, 0.20
209, 0.34
210, 0.78
211, 0.26
212, 0.78
213, 0.07
214, 0.29
215, 0.09
216, 0.75
217, 0.49
218, 0.69
219, 0.68
220, 0.47
221, 0.20
222, 0.73
223, 0.51
224, 0.67
225, 0.35
226, 0.85
227, 0.78
228, 0.33
229, 0.05
230, 0.61
231, 0.84
232, 0.17
233, 0.03
234, 0.25
235, 0.30
236, 0.21
237, 0.02
238, 0.27
239, 0.15
240, 0.13
241, 0.11
242, 0.30
243, 0.69
244, 0.09
245, 0.45
246, 0.65
247, 0.53
248, 0.36
249, 0.48
250, 0.29
251, 0.75
252, 0.19
253, 0.06
254, 0.23
255, 0.63
256, 0.83
257, 0.13
258, 0.25
259, 0.84
260, 0.30
261, 0.18
262, 0.27
263, 0.21
264, 0.27
265, 0.06
266, 0.11
267, 0.24
268, 0.60
269, 0.06
270, 0.09
271, 0.45
272, 0.25
273, 0.29
274, 0.35
275, 0.61
276, 0.26
277, 0.50
278, 0.44
279, 0.26
280, 0.16
281, 0.38
282, 0.24
283, 0.26
284, 0.37
285, 0.70
286, 0.18
287, 0.19
288, 0.07
289, 0.28
290, 0.75
291, 0.37
292, 0.27
293, 0.13
294, 0.37
295, 0.45
296, 0.12
297, 0.22
298, 0.72
299, 0.48
300, 0.20
301, 0.13
302, 0.48
303, 0.38
304, 0.16
305, 0.05
306, 0.19
307, 0.10
308, 0.16
309, 0.45
310, 0.22
311, 0.43
312, 0.25
313, 0.32
314, 0.75
315, 0.53
316, 0.26
317, 0.10
318, 0.21
319, 0.47
320, 0.14
321, 0.16
322, 0.11
323, 0.28
324, 0.07
325, 0.11
326, 0.40
327, 0.36
328, 0.27
329, 0.57
330, 0.78
331, 0.18
332, 0.44
333, 0.22
334, 0.41
335, 0.38
336, 0.15
337, 0.19
338, 0.15
339, 0.19
340, 0.58
341, 0.13
342, 0.34
343, 0.29
344, 0.04
345, 0.16
346, 0.23
347, 0.07
348, 0.11
349, 0.01
350, 0.15
351, 0.31
352, 0.21
353, 0.29
354, 0.29
355, 0.30
356, 0.21
357, 0.22
358, 0.36
359, 0.08
360, 0.36
361, 0.18
362, 0.35
363, 0.15
364, 0.10
365, 0.92
366, 0.10
367, 0.24
368, 0.43
369, 0.59
370, 0.69
371, 0.30
372, 0.72
373, 0.45
374, 0.47
375, 0.52
376, 0.75
377, 0.28
378, 0.31
379, 0.10
380, 0.75
381, 0.10
382, 0.16
383, 0.28
384, 0.53
385, 0.14
386, 0.11
387, 0.17
388, 0.21
389, 0.77
390, 0.58
391, 0.16
392, 0.27
393, 0.03
394, 0.50
395, 0.18
396, 0.22
397, 0.05
398, 0.29
399, 0.22
400, 0.24
401, 0.47
402, 0.54
403, 0.11
404, 0.31
405, 0.28
406, 0.13
407, 0.23
408, 0.16
409, 0.57
410, 0.19
411, 0.36
412, 0.38
413, 0.66
414, 0.29
415, 0.32
416, 0.16
417, 0.59
418, 0.09
419, 0.34
420, 0.59
421, 0.64
422, 0.27
423, 0.30
424, 0.37
425, 0.25
426, 0.23
427, 0.32
428, 0.34
429, 0.83
430, 0.16
431, 0.88
432, 0.16
433, 0.46
434, 0.17
435, 0.05
436, 0.60
437, 0.42
438, 0.72
439, 0.28
440, 0.23
441, 0.21
442, 0.27
443, 0.38
444, 0.34
445, 0.25
446, 0.27
447, 0.06
448, 0.12
449, 0.23
450, 0.98
451, 0.09
452, 0.24
453, 0.82
454, 0.22
455, 0.66
456, 0.58
457, 0.29
458, 0.19
459, 0.32
460, 0.30
461, 0.29
462, 0.15
463, 0.83
464, 0.13
465, 0.29
466, 0.76
467, 0.34
468, 0.19
469, 0.16
470, 0.21
471, 0.09
472, 0.30
473, 0.40
474, 0.18
475, 0.09
476, 0.15
477, 0.14
478, 0.41
479, 0.34
480, 0.18
481, 0.05
482, 0.07
483, 0.28
484, 0.66
485, 0.82
486, 0.27
487, 0.51
488, 0.38
489, 0.35
490, 0.32
491, 0.35
492, 0.23
493, 0.35
494, 0.13
495, 0.29
496, 0.54
497, 0.24
498, 0.74
499, 0.34
500, 0.07
501, 0.23
502, 0.75
503, 0.32
504, 0.14
505, 0.67
506, 0.28
507, 0.69
508, 0.24
509, 0.32
510, 0.50
511, 0.32
512, 0.19
513, 0.93
514, 0.18
515, 0.24
516, 0.27
517, 0.52
518, 0.83
519, 0.21
520, 0.31
521, 0.79
522, 0.34
523, 0.44
524, 0.36
525, 0.64
526, 0.82
527, 0.46
528, 0.12
529, 0.12
530, 0.23
531, 0.09
532, 0.07
533, 0.14
534, 0.84
535, 0.36
536, 0.40
537, 0.26
538, 0.18
539, 0.49
540, 0.43
541, 0.20
542, 0.27
543, 0.81
544, 0.12
545, 0.76
546, 0.40
547, 0.20
548, 0.13
