ID,Prob1
0, 0.83
1, 0.63
2, 0.32
3, 0.01
4, 0.07
5, 0.07
6, 0.09
7, 0.56
8, 0.02
9, 0.05
10, 0.39
11, 0.09
12, 0.66
13, 0.53
14, 0.19
15, 0.38
16, 0.15
17, 0.86
18, 0.02
19, 0.37
20, 0.53
21, 0.39
22, 0.13
23, 0.32
24, 0.12
25, 0.78
26, 0.77
27, 0.17
28, 0.06
29, 0.31
30, 0.53
31, 0.33
32, 0.28
33, 0.23
34, 0.45
35, 0.40
36, 0.22
37, 0.07
38, 0.54
39, 0.22
40, 0.08
41, 0.50
42, 0.17
43, 0.07
44, 0.54
45, 0.13
46, 0.44
47, 0.23
48, 0.79
49, 0.50
50, 0.36
51, 0.07
52, 0.86
53, 0.03
54, 0.17
55, 0.23
56, 0.03
57, 0.45
58, 0.18
59, 0.08
60, 0.14
61, 0.14
62, 0.35
63, 0.69
64, 0.07
65, 0.09
66, 0.46
67, 0.28
68, 0.09
69, 0.67
70, 0.02
71, 0.12
72, 0.17
73, 0.41
74, 0.90
75, 0.41
76, 0.28
77, 0.26
78, 0.28
79, 0.08
80, 0.04
81, 0.63
82, 0.63
83, 0.33
84, 0.39
85, 0.41
86, 0.87
87, 0.70
88, 0.23
89, 0.08
90, 0.12
91, 0.32
92, 0.81
93, 0.90
94, 0.49
95, 0.24
96, 0.03
97, 0.19
98, 0.71
99, 0.02
100, 0.46
101, 0.84
102, 0.17
103, 0.70
104, 0.04
105, 0.13
106, 0.43
107, 0.87
108, 0.32
109, 0.32
110, 0.03
111, 0.54
112, 0.98
113, 0.28
114, 0.28
115, 0.11
116, 0.08
117, 0.20
118, 0.06
119, 0.05
120, 0.35
121, 0.47
122, 0.13
123, 0.41
124, 0.01
125, 0.48
126, 0.38
127, 0.42
128, 0.83
129, 0.85
130, 0.06
131, 0.04
132, 0.65
133, 0.70
134, 0.67
135, 0.89
136, 0.14
137, 0.98
138, 0.01
139, 0.81
140, 0.23
141, 0.16
142, 0.86
143, 0.02
144, 0.59
145, 0.17
146, 0.62
147, 0.38
148, 0.09
149, 0.03
150, 0.78
151, 0.54
152, 0.17
153, 0.54
154, 0.19
155, 0.12
156, 0.40
157, 0.11
158, 0.62
159, 0.71
160, 0.18
161, 0.21
162, 0.20
163, 0.23
164, 0.97
165, 0.28
166, 0.12
167, 0.67
168, 0.16
169, 0.09
170, 0.22
171, 0.44
172, 0.29
173, 0.19
174, 0.41
175, 0.16
176, 0.68
177, 0.31
178, 0.30
179, 0.71
180, 0.76
181, 0.01
182, 0.05
183, 0.28
184, 0.04
185, 0.13
186, 0.49
187, 0.05
188, 0.61
189, 0.17
190, 0.08
191, 0.09
192, 0.47
193, 0.49
194, 0.40
195, 0.62
196, 0.59
197, 0.04
198, 0.90
199, 0.76
200, 0.06
201, 0.66
202, 0.11
203, 0.15
204, 0.59
205, 0.05
206, 0.27
207, 0.02
208, 0.21
209, 0.20
210, 0.76
211, 0.19
212, 0.66
213, 0.05
214, 0.58
215, 0.06
216, 0.80
217, 0.56
218, 0.32
219, 0.64
220, 0.73
221, 0.16
222, 0.89
223, 0.54
224, 0.83
225, 0.36
226, 0.95
227, 0.82
228, 0.27
229, 0.01
230, 0.69
231, 0.86
232, 0.09
233, 0.01
234, 0.20
235, 0.31
236, 0.04
237, 0.01
238, 0.41
239, 0.08
240, 0.20
241, 0.05
242, 0.29
243, 0.76
244, 0.04
245, 0.70
246, 0.75
247, 0.83
248, 0.47
249, 0.57
250, 0.47
251, 0.93
252, 0.12
253, 0.02
254, 0.22
255, 0.58
256, 0.94
257, 0.08
258, 0.24
259, 0.81
260, 0.28
261, 0.06
262, 0.13
263, 0.16
264, 0.10
265, 0.02
266, 0.02
267, 0.43
268, 0.66
269, 0.10
270, 0.04
271, 0.40
272, 0.31
273, 0.27
274, 0.06
275, 0.69
276, 0.24
277, 0.47
278, 0.59
279, 0.35
280, 0.14
281, 0.40
282, 0.17
283, 0.45
284, 0.26
285, 0.69
286, 0.10
287, 0.14
288, 0.12
289, 0.26
290, 0.84
291, 0.45
292, 0.33
293, 0.02
294, 0.22
295, 0.57
296, 0.05
297, 0.16
298, 0.74
299, 0.49
300, 0.20
301, 0.13
302, 0.73
303, 0.61
304, 0.04
305, 0.02
306, 0.06
307, 0.06
308, 0.17
309, 0.55
310, 0.07
311, 0.34
312, 0.16
313, 0.35
314, 0.93
315, 0.58
316, 0.62
317, 0.02
318, 0.17
319, 0.58
320, 0.19
321, 0.58
322, 0.10
323, 0.47
324, 0.04
325, 0.36
326, 0.61
327, 0.64
328, 0.11
329, 0.66
330, 0.86
331, 0.09
332, 0.56
333, 0.12
334, 0.58
335, 0.46
336, 0.22
337, 0.12
338, 0.14
339, 0.09
340, 0.80
341, 0.05
342, 0.44
343, 0.31
344, 0.01
345, 0.24
346, 0.09
347, 0.04
348, 0.10
349, 0.01
350, 0.11
351, 0.31
352, 0.08
353, 0.23
354, 0.16
355, 0.19
356, 0.04
357, 0.10
358, 0.32
359, 0.02
360, 0.37
361, 0.08
362, 0.35
363, 0.04
364, 0.03
365, 0.91
366, 0.01
367, 0.48
368, 0.56
369, 0.85
370, 0.73
371, 0.15
372, 0.89
373, 0.50
374, 0.50
375, 0.55
376, 0.60
377, 0.18
378, 0.53
379, 0.02
380, 0.88
381, 0.13
382, 0.06
383, 0.51
384, 0.27
385, 0.14
386, 0.44
387, 0.45
388, 0.24
389, 0.81
390, 0.44
391, 0.09
392, 0.20
393, 0.03
394, 0.63
395, 0.13
396, 0.07
397, 0.01
398, 0.40
399, 0.10
400, 0.21
401, 0.62
402, 0.28
403, 0.02
404, 0.37
405, 0.11
406, 0.10
407, 0.10
408, 0.06
409, 0.34
410, 0.06
411, 0.36
412, 0.44
413, 0.93
414, 0.30
415, 0.19
416, 0.10
417, 0.61
418, 0.06
419, 0.26
420, 0.36
421, 0.77
422, 0.19
423, 0.31
424, 0.48
425, 0.34
426, 0.05
427, 0.38
428, 0.16
429, 0.81
430, 0.20
431, 0.69
432, 0.13
433, 0.56
434, 0.08
435, 0.02
436, 0.68
437, 0.45
438, 0.31
439, 0.24
440, 0.27
441, 0.10
442, 0.55
443, 0.40
444, 0.55
445, 0.29
446, 0.36
447, 0.21
448, 0.04
449, 0.38
450, 0.98
451, 0.06
452, 0.29
453, 0.85
454, 0.11
455, 0.84
456, 0.71
457, 0.31
458, 0.10
459, 0.35
460, 0.21
461, 0.17
462, 0.11
463, 0.95
464, 0.03
465, 0.24
466, 0.86
467, 0.13
468, 0.08
469, 0.55
470, 0.22
471, 0.09
472, 0.38
473, 0.41
474, 0.09
475, 0.30
476, 0.12
477, 0.10
478, 0.42
479, 0.23
480, 0.27
481, 0.02
482, 0.02
483, 0.32
484, 0.85
485, 0.87
486, 0.33
487, 0.31
488, 0.37
489, 0.26
490, 0.27
491, 0.03
492, 0.11
493, 0.28
494, 0.05
495, 0.54
496, 0.65
497, 0.17
498, 0.93
499, 0.25
500, 0.06
501, 0.15
502, 0.79
503, 0.22
504, 0.09
505, 0.84
506, 0.12
507, 0.66
508, 0.18
509, 0.20
510, 0.54
511, 0.49
512, 0.15
513, 0.91
514, 0.45
515, 0.25
516, 0.16
517, 0.52
518, 0.83
519, 0.04
520, 0.40
521, 0.87
522, 0.19
523, 0.57
524, 0.38
525, 0.21
526, 0.84
527, 0.55
528, 0.11
529, 0.11
530, 0.28
531, 0.11
532, 0.05
533, 0.09
534, 0.91
535, 0.44
536, 0.31
537, 0.20
538, 0.10
539, 0.58
540, 0.64
541, 0.16
542, 0.28
543, 0.84
544, 0.24
545, 0.76
546, 0.21
547, 0.12
548, 0.15
549, 0.18
550, 0.10
551, 0.52
552, 0.15
553, 0.47
554, 0.30
555, 0.12
556, 0.18
557, 0.61
558, 0.28
559, 0.95
560, 0.14
561, 0.24
562, 0.15
563, 0.27
564, 0.82
565, 0.35
566, 0.12
567, 0.07
568, 0.84
569, 0.64
570, 0.19
571, 0.65
572, 0.01
573, 0.23
574, 0.54
575, 0.49
576, 0.62
577, 0.03
578, 0.06
579, 0.28
580, 0.65
581, 0.57
582, 0.23
583, 0.04
584, 0.28
585, 0.09
586, 0.02
587, 0.08
588, 0.85
589, 0.42
590, 0.98
591, 0.06
592, 0.35
593, 0.52
594, 0.82
595, 0.06
596, 0.15
597, 0.34
598, 0.04
599, 0.40
600, 0.49
601, 0.63
602, 0.15
603, 0.41
604, 0.31
605, 0.15
606, 0.13
607, 0.23
608, 0.30
609, 0.78
610, 0.86
611, 0.13
612, 0.48
613, 0.47
614, 0.14
615, 0.28
616, 0.48
617, 0.30
618, 0.93
619, 0.02
620, 0.08
621, 0.13
622, 0.93
623, 0.30
624, 0.07
625, 0.11
626, 0.00
627, 0.26
628, 0.16
629, 0.23
630, 0.04
631, 0.08
632, 0.65
633, 0.57
634, 0.87
635, 0.41
636, 0.76
637, 0.71
638, 0.02
639, 0.09
640, 0.00
641, 0.55
642, 0.44
643, 0.15
644, 0.14
645, 0.60
646, 0.42
647, 0.32
648, 0.15
649, 0.45
650, 0.88
651, 0.08
652, 0.62
653, 0.18
654, 0.40
655, 0.19
656, 0.29
657, 0.34
658, 0.02
659, 0.57
660, 0.73
661, 0.14
662, 0.53
663, 0.01
664, 0.43
665, 0.28
666, 0.44
667, 0.05
668, 0.20
669, 0.51
670, 0.07
671, 0.25
672, 0.42
673, 0.69
674, 0.29
675, 0.56
676, 0.61
677, 0.22
678, 0.10
679, 0.55
680, 0.40
681, 0.11
682, 0.16
683, 0.33
684, 0.02
685, 0.74
686, 0.03
687, 0.03
688, 0.44
689, 0.04
