ID,Prob1
0, 0.83
1, 0.39
2, 0.03
3, 0.01
4, 0.05
5, 0.07
6, 0.30
7, 0.29
8, 0.04
9, 0.10
10, 0.39
11, 0.19
12, 0.36
13, 0.49
14, 0.32
15, 0.37
16, 0.19
17, 0.84
18, 0.05
19, 0.27
20, 0.60
21, 0.20
22, 0.16
23, 0.17
24, 0.20
25, 0.90
26, 0.88
27, 0.25
28, 0.15
29, 0.27
30, 0.42
31, 0.36
32, 0.53
33, 0.36
34, 0.53
35, 0.37
36, 0.27
37, 0.20
38, 0.48
39, 0.25
40, 0.11
41, 0.39
42, 0.16
43, 0.22
44, 0.54
45, 0.19
46, 0.52
47, 0.47
48, 0.78
49, 0.49
50, 0.27
51, 0.24
52, 0.72
53, 0.05
54, 0.35
55, 0.07
56, 0.03
57, 0.39
58, 0.38
59, 0.19
60, 0.17
61, 0.16
62, 0.38
63, 0.52
64, 0.14
65, 0.08
66, 0.68
67, 0.40
68, 0.13
69, 0.63
70, -0.01
71, 0.08
72, 0.14
73, 0.44
74, 1.01
75, 0.31
76, 0.33
77, 0.35
78, 0.48
79, 0.09
80, -0.11
81, 0.65
82, 0.47
83, 0.39
84, 0.35
85, 0.22
86, 0.96
87, 0.71
88, 0.23
89, 0.03
90, 0.45
91, 0.28
92, 0.88
93, 0.79
94, 0.53
95, 0.33
96, 0.01
97, 0.31
98, 0.79
99, 0.05
100, 0.33
101, 0.33
102, 0.47
103, 0.38
104, 0.03
105, 0.28
106, 0.53
107, 0.75
108, 0.28
109, 0.25
110, 0.15
111, 0.51
112, 0.97
113, 0.39
114, 0.32
115, 0.14
116, 0.07
117, 0.38
118, 0.09
119, 0.10
120, 0.12
121, 0.47
122, 0.41
123, 0.44
124, -0.00
125, 0.65
126, 0.48
127, 0.45
128, 0.77
129, 0.95
130, -0.00
131, 0.01
132, 0.55
133, 0.58
134, 0.57
135, 0.81
136, 0.23
137, 0.84
138, -0.00
139, 0.57
140, 0.37
141, 0.06
142, 0.92
143, 0.15
144, 0.48
145, 0.14
146, 0.65
147, 0.47
148, 0.15
149, 0.10
150, 0.68
151, 0.65
152, 0.18
153, 0.49
154, 0.06
155, 0.12
156, 0.47
157, 0.16
158, 0.63
159, 0.56
160, 0.47
161, 0.21
162, 0.27
163, 0.11
164, 0.90
165, 0.39
166, 0.03
167, 0.53
168, 0.42
169, 0.07
170, 0.26
171, 0.50
172, 0.16
173, 0.31
174, 0.25
175, 0.03
176, 0.61
177, 0.21
178, 0.26
179, 0.78
180, 0.43
181, -0.02
182, 0.26
183, 0.34
184, 0.15
185, 0.19
186, 0.62
187, 0.17
188, 0.48
189, 0.13
190, 0.24
191, 0.38
192, 0.48
193, 0.54
194, 0.47
195, 0.46
196, 0.59
197, -0.06
198, 0.73
199, 0.53
200, -0.00
201, 0.49
202, 0.10
203, 0.18
204, 0.29
205, 0.06
206, 0.36
207, -0.02
208, 0.17
209, 0.08
210, 0.84
211, 0.07
212, 0.86
213, 0.29
214, 0.71
215, 0.21
216, 0.46
217, 0.69
218, 0.56
219, 0.78
220, 0.83
221, 0.12
222, 0.75
223, 0.51
224, 0.94
225, 0.23
226, 0.92
227, 0.75
228, 0.34
229, -0.04
230, 0.70
231, 0.74
232, 0.07
233, -0.02
234, 0.16
235, 0.23
236, 0.05
237, -0.02
238, 0.31
239, 0.08
240, 0.10
241, 0.07
242, 0.14
243, 0.76
244, 0.12
245, 0.42
246, 0.72
247, 0.47
248, 0.40
249, 0.52
250, 0.54
251, 0.79
252, 0.17
253, 0.06
254, 0.21
255, 0.67
256, 0.89
257, 0.13
258, -0.06
259, 0.66
260, 0.22
261, 0.11
262, 0.29
263, 0.23
264, 0.36
265, 0.19
266, 0.07
267, 0.28
268, 0.66
269, 0.26
270, 0.05
271, 0.66
272, 0.30
273, 0.29
274, 0.23
275, 0.56
276, 0.26
277, 0.56
278, 0.15
279, 0.02
280, 0.16
281, 0.22
282, 0.22
283, 0.32
284, 0.31
285, 0.94
286, 0.25
287, 0.20
288, 0.00
289, 0.26
290, 0.89
291, 0.44
292, 0.20
293, 0.19
294, 0.26
295, 0.60
296, 0.01
297, 0.31
298, 0.63
299, 0.54
300, 0.19
301, 0.22
302, 0.59
303, 0.59
304, 0.05
305, -0.00
306, 0.05
307, 0.07
308, 0.21
309, 0.55
310, 0.26
311, 0.39
312, 0.03
313, 0.24
314, 0.83
315, 0.40
316, 0.47
317, 0.00
318, 0.06
319, 0.43
320, 0.34
321, 0.05
322, 0.16
323, 0.49
324, 0.06
325, 0.32
326, 0.55
327, 0.31
328, 0.10
329, 0.78
330, 0.94
331, 0.12
332, 0.64
333, 0.16
334, 0.56
335, 0.24
336, 0.12
337, 0.13
338, 0.17
339, 0.19
340, 0.57
341, 0.25
342, 0.55
343, 0.29
344, 0.04
345, 0.18
346, 0.23
347, 0.09
348, 0.10
349, 0.03
350, 0.07
351, 0.38
352, 0.04
353, 0.28
354, 0.25
355, 0.25
356, 0.09
357, -0.04
358, 0.27
359, 0.16
360, 0.35
361, 0.19
362, 0.40
363, 0.06
364, 0.08
365, 0.95
366, 0.32
367, 0.33
368, 0.38
369, 1.10
370, 0.86
371, 0.23
372, 0.93
373, 0.33
374, 0.42
375, 0.50
376, 0.73
377, 0.28
378, 0.32
379, -0.07
380, 0.96
381, 0.09
382, 0.10
383, 0.36
384, 0.39
385, 0.19
386, 0.15
387, 0.23
388, 0.15
389, 0.87
390, 0.33
391, 0.19
392, 0.18
393, 0.12
394, 0.48
395, 0.15
396, 0.19
397, -0.05
398, 0.33
399, 0.20
400, 0.09
401, 0.56
402, 0.30
403, -0.02
404, 0.37
405, 0.19
406, 0.14
407, 0.13
408, 0.08
409, 0.37
410, 0.31
411, 0.28
412, 0.41
413, 0.82
414, 0.32
415, 0.22
416, 0.12
417, 0.54
418, 0.01
419, 0.28
420, 0.77
421, 0.70
422, 0.20
423, 0.26
424, 0.69
425, 0.37
426, 0.31
427, 0.63
428, 0.28
429, 0.82
430, 0.03
431, 1.09
432, 0.13
433, 0.72
434, 0.11
435, 0.02
436, 0.68
437, 0.37
