ID,Prob1
0, 0.24
1, 0.34
2, 0.14
3, 0.08
4, 0.18
5, 0.23
6, 0.17
7, 0.22
8, 0.34
9, 0.40
10, 0.34
11, 0.27
12, 0.21
13, 0.53
14, 0.26
15, 0.39
16, 0.20
17, 0.72
18, 0.30
19, 0.27
20, 0.29
21, 0.23
22, 0.15
23, 0.25
24, 0.24
25, 0.37
26, 0.39
27, 0.21
28, 0.18
29, 0.20
30, 0.29
31, 0.21
32, 0.29
33, 0.25
34, 0.44
35, 0.36
36, 0.29
37, 0.17
38, 0.48
39, 0.32
40, 0.20
41, 0.43
42, 0.24
43, 0.40
44, 0.32
45, 0.23
46, 0.33
47, 0.30
48, 0.73
49, 0.43
50, 0.27
51, 0.22
52, 0.61
53, 0.16
54, 0.19
55, 0.19
56, 0.23
57, 0.24
58, 0.39
59, 0.18
60, 0.14
61, 0.17
62, 0.36
63, 0.29
64, 0.21
65, 0.22
66, 0.30
67, 0.34
68, 0.16
69, 0.37
70, 0.20
71, 0.39
72, 0.23
73, 0.30
74, 0.66
75, 0.27
76, 0.33
77, 0.45
78, 0.36
79, 0.16
80, 0.21
81, 0.74
82, 0.34
83, 0.48
84, 0.39
85, 0.31
86, 0.46
87, 0.58
88, 0.26
89, 0.16
90, 0.29
91, 0.24
92, 0.44
93, 0.52
94, 0.27
95, 0.21
96, 0.15
97, 0.23
98, 0.37
99, 0.15
100, 0.46
101, 0.43
102, 0.17
103, 0.23
104, 0.11
105, 0.33
106, 0.21
107, 0.53
108, 0.36
109, 0.12
110, 0.28
111, 0.32
112, 0.85
113, 0.12
114, 0.27
115, 0.18
116, 0.22
117, 0.48
118, 0.46
119, 0.29
120, 0.37
121, 0.39
122, 0.21
123, 0.31
124, 0.16
125, 0.35
126, 0.60
127, 0.46
128, 0.42
129, 0.75
130, 0.04
131, 0.19
132, 0.25
133, 0.30
134, 0.27
135, 0.27
136, 0.24
137, 0.61
138, 0.09
139, 0.36
140, 0.31
141, 0.22
142, 0.66
143, 0.10
144, 0.48
145, 0.33
146, 0.56
147, 0.34
148, 0.19
149, 0.16
150, 0.32
151, 0.86
152, 0.23
153, 0.24
154, 0.35
155, 0.16
156, 0.21
157, 0.26
158, 0.34
159, 0.46
160, 0.66
161, 0.22
162, 0.24
163, 0.27
164, 0.75
165, 0.16
166, 0.17
167, 0.15
168, 0.37
169, 0.15
170, 0.30
171, 0.29
172, 0.35
173, 0.31
174, 0.27
175, 0.12
176, 0.69
177, 0.19
178, 0.29
179, 0.26
180, 0.66
181, 0.22
182, 0.37
183, 0.16
184, 0.22
185, 0.21
186, 0.24
187, 0.16
188, 0.23
189, 0.17
190, 0.22
191, 0.55
192, 0.21
193, 0.32
194, 0.33
195, 0.34
196, 0.26
197, 0.36
198, 0.50
199, 0.52
200, 0.14
201, 0.31
202, 0.17
203, 0.46
204, 0.22
205, 0.12
206, 0.17
207, 0.14
208, 0.22
209, 0.32
210, 0.59
211, 0.21
212, 0.55
213, 0.06
214, 0.30
215, 0.14
216, 0.41
217, 0.47
218, 0.42
219, 0.49
220, 0.46
221, 0.23
222, 0.68
223, 0.47
224, 0.28
225, 0.25
226, 0.62
227, 0.40
228, 0.34
229, 0.36
230, 0.51
231, 0.63
232, 0.16
233, 0.22
234, 0.18
235, 0.32
236, 0.23
237, 0.06
238, 0.13
239, 0.28
240, 0.14
241, 0.15
242, 0.46
243, 0.36
244, 0.13
245, 0.52
246, 0.55
247, 0.22
248, 0.29
249, 0.30
250, 0.34
251, 0.82
252, 0.22
253, 0.12
254, 0.15
255, 0.49
256, 0.81
257, 0.18
258, 0.43
259, 0.76
260, 0.32
261, 0.23
262, 0.35
263, 0.38
264, 0.38
265, 0.14
266, 0.22
267, 0.24
268, 0.32
269, 0.05
270, 0.10
271, 0.37
272, 0.24
273, 0.36
