ID,Prob1
0, 0.89
1, 0.51
2, 0.12
3, 0.02
4, 0.05
5, 0.07
6, 0.10
7, 0.69
8, 0.01
9, 0.08
10, 0.29
11, 0.06
12, 0.67
13, 0.54
14, 0.20
15, 0.31
16, 0.21
17, 0.90
18, 0.02
19, 0.42
20, 0.48
21, 0.39
22, 0.17
23, 0.14
24, 0.07
25, 0.91
26, 0.76
27, 0.13
28, 0.09
29, 0.27
30, 0.44
31, 0.33
32, 0.31
33, 0.13
34, 0.52
35, 0.38
36, 0.31
37, 0.09
38, 0.40
39, 0.18
40, 0.04
41, 0.60
42, 0.09
43, 0.30
44, 0.36
45, 0.07
46, 0.47
47, 0.24
48, 0.85
49, 0.46
50, 0.31
51, 0.05
52, 0.92
53, 0.03
54, 0.09
55, 0.36
56, 0.02
57, 0.44
58, 0.11
59, 0.04
60, 0.05
61, 0.19
62, 0.20
63, 0.74
64, 0.08
65, 0.03
66, 0.31
67, 0.09
68, 0.08
69, 0.64
70, 0.01
71, 0.09
72, 0.13
73, 0.24
74, 0.87
75, 0.24
76, 0.16
77, 0.13
78, 0.17
79, 0.04
80, 0.03
81, 0.63
82, 0.68
83, 0.30
84, 0.25
85, 0.17
86, 0.84
87, 0.68
88, 0.28
89, 0.09
90, 0.16
91, 0.08
92, 0.79
93, 0.90
94, 0.33
95, 0.37
96, 0.01
97, 0.17
98, 0.76
99, 0.06
100, 0.54
101, 0.64
102, 0.16
103, 0.80
104, 0.02
105, 0.26
106, 0.42
107, 0.87
108, 0.37
109, 0.11
110, 0.03
111, 0.31
112, 0.98
113, 0.31
114, 0.18
115, 0.25
116, 0.03
117, 0.28
118, 0.08
119, 0.05
120, 0.52
121, 0.28
122, 0.09
123, 0.36
124, 0.01
125, 0.60
126, 0.38
127, 0.30
128, 0.85
129, 0.90
130, 0.09
131, 0.03
132, 0.75
133, 0.56
134, 0.74
135, 0.95
136, 0.06
137, 0.94
138, 0.01
139, 0.74
140, 0.63
141, 0.22
142, 0.83
143, 0.03
144, 0.45
145, 0.08
146, 0.69
147, 0.33
148, 0.13
149, 0.05
150, 0.59
151, 0.52
152, 0.09
153, 0.69
154, 0.11
155, 0.05
156, 0.33
157, 0.11
158, 0.42
159, 0.75
160, 0.35
161, 0.33
162, 0.18
163, 0.10
164, 0.96
165, 0.20
166, 0.09
167, 0.52
168, 0.23
169, 0.08
170, 0.61
171, 0.53
172, 0.31
173, 0.20
174, 0.32
175, 0.12
176, 0.40
177, 0.19
178, 0.34
179, 0.85
180, 0.64
181, 0.01
182, 0.03
183, 0.26
184, 0.13
185, 0.15
186, 0.36
187, 0.05
188, 0.66
189, 0.29
190, 0.09
191, 0.13
192, 0.42
193, 0.78
194, 0.41
195, 0.71
196, 0.81
197, 0.04
198, 0.88
199, 0.90
200, 0.03
201, 0.70
202, 0.09
203, 0.07
204, 0.29
205, 0.06
206, 0.17
207, 0.01
208, 0.32
209, 0.25
210, 0.89
211, 0.25
212, 0.47
213, 0.07
214, 0.58
