ID,Prob1
0, 0.81
1, 0.42
2, 0.19
3, 0.03
4, 0.25
5, 0.14
6, 0.25
7, 0.48
8, 0.02
9, 0.17
10, 0.41
11, 0.14
12, 0.43
13, 0.48
14, 0.36
15, 0.41
16, 0.18
17, 0.83
18, 0.09
19, 0.28
20, 0.46
21, 0.58
22, 0.18
23, 0.35
24, 0.23
25, 0.62
26, 0.47
27, 0.17
28, 0.17
29, 0.31
30, 0.49
31, 0.44
32, 0.33
33, 0.23
34, 0.38
35, 0.29
36, 0.31
37, 0.24
38, 0.46
39, 0.27
40, 0.06
41, 0.59
42, 0.25
43, 0.26
44, 0.55
45, 0.10
46, 0.37
47, 0.28
48, 0.76
49, 0.44
50, 0.27
51, 0.17
52, 0.80
53, 0.10
54, 0.17
55, 0.26
56, 0.06
57, 0.42
58, 0.41
59, 0.10
60, 0.17
61, 0.20
62, 0.38
63, 0.53
64, 0.21
65, 0.12
66, 0.42
67, 0.25
68, 0.14
69, 0.61
70, 0.05
71, 0.24
72, 0.25
73, 0.38
74, 0.78
75, 0.36
76, 0.21
77, 0.29
78, 0.36
79, 0.13
80, 0.15
81, 0.64
82, 0.55
83, 0.36
84, 0.37
85, 0.41
86, 0.72
87, 0.51
88, 0.29
89, 0.13
90, 0.19
91, 0.14
92, 0.80
93, 0.71
94, 0.48
95, 0.25
96, 0.05
97, 0.23
98, 0.50
99, 0.20
100, 0.61
101, 0.55
102, 0.21
103, 0.67
104, 0.05
105, 0.28
106, 0.44
107, 0.77
108, 0.34
109, 0.26
110, 0.15
111, 0.50
112, 0.91
113, 0.25
114, 0.28
115, 0.20
116, 0.10
117, 0.33
118, 0.19
119, 0.33
120, 0.62
121, 0.46
122, 0.31
123, 0.48
124, 0.07
125, 0.24
126, 0.34
127, 0.49
128, 0.73
129, 0.86
130, 0.23
131, 0.16
132, 0.45
133, 0.39
134, 0.69
135, 0.92
136, 0.33
137, 0.80
138, 0.05
139, 0.50
140, 0.29
141, 0.23
142, 0.76
143, 0.08
144, 0.36
145, 0.20
146, 0.57
147, 0.36
148, 0.21
149, 0.11
150, 0.64
151, 0.54
152, 0.16
153, 0.62
154, 0.16
155, 0.17
156, 0.42
157, 0.28
158, 0.36
159, 0.48
160, 0.49
161, 0.24
162, 0.22
163, 0.29
164, 0.95
165, 0.29
166, 0.32
167, 0.50
168, 0.52
169, 0.16
170, 0.41
171, 0.40
172, 0.24
173, 0.29
174, 0.37
175, 0.24
176, 0.54
177, 0.16
178, 0.31
179, 0.65
180, 0.70
181, 0.02
182, 0.25
183, 0.38
184, 0.25
185, 0.19
186, 0.51
187, 0.40
188, 0.48
189, 0.27
190, 0.15
191, 0.25
192, 0.48
193, 0.49
194, 0.42
195, 0.37
196, 0.68
197, 0.18
198, 0.55
199, 0.63
200, 0.18
201, 0.61
202, 0.13
203, 0.26
204, 0.34
205, 0.12
206, 0.29
207, 0.03
208, 0.27
209, 0.27
210, 0.68
211, 0.23
212, 0.49
213, 0.16
214, 0.47
215, 0.14
216, 0.72
217, 0.44
218, 0.41
219, 0.62
220, 0.72
221, 0.24
222, 0.74
223, 0.49
224, 0.79
225, 0.39
226, 0.90
227, 0.62
228, 0.35
229, 0.07
230, 0.64
231, 0.84
232, 0.10
233, 0.02
234, 0.21
235, 0.27
236, 0.14
237, 0.09
238, 0.44
239, 0.24
240, 0.17
241, 0.09
242, 0.34
243, 0.78
244, 0.09
245, 0.59
246, 0.65
247, 0.49
248, 0.43
249, 0.48
250, 0.43
251, 0.80
252, 0.28
253, 0.10
254, 0.35
255, 0.53
256, 0.95
257, 0.16
258, 0.30
259, 0.70
260, 0.23
261, 0.15
262, 0.14
263, 0.24
264, 0.30
265, 0.10
266, 0.13
267, 0.33
268, 0.51
269, 0.15
270, 0.12
271, 0.47
272, 0.33
273, 0.23
274, 0.41
275, 0.65
276, 0.28
277, 0.47
278, 0.45
279, 0.57
280, 0.27
281, 0.32
282, 0.26
283, 0.45
284, 0.41
285, 0.64
286, 0.15
287, 0.13
288, 0.10
289, 0.32
290, 0.74
291, 0.24
292, 0.43
293, 0.20
294, 0.26
295, 0.65
296, 0.14
297, 0.29
298, 0.69
299, 0.61
300, 0.23
301, 0.20
302, 0.63
303, 0.53
304, 0.11
305, 0.07
306, 0.07
307, 0.13
308, 0.25
309, 0.56
310, 0.06
311, 0.32
312, 0.23
313, 0.31
314, 0.80
315, 0.37
316, 0.39
317, 0.07
318, 0.38
319, 0.47
